OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0001173,17-01-2022,CUST044807,Aman Gupta,P00004,USB-C Charger,Electronics,Apex,5,113.21,0.1,0,12.91,522.36,Net Banking,Delivered,Fort Worth,TX,United States,SELL01005
ORD0001174,17-08-2021,CUST005177,Vihaan Gupta,P00026,Sunglasses,Clothing,CoreTech,5,487.42,0,292.45,2.74,2732.29,Credit Card,Delivered,San Diego,CA,United States,SELL00917
ORD0001175,26-04-2024,CUST039711,Vikas Kapoor,P00013,Action Camera,Books,UrbanStyle,1,157.26,0.05,17.93,7.97,175.3,Credit Card,Delivered,Washington,DC,United States,SELL00409
ORD0001176,28-02-2021,CUST044409,Sneha Kumar,P00050,Novel Bestseller,Clothing,ReadMore,2,374.65,0,37.46,4.01,790.77,Credit Card,Delivered,Charlotte,NC,United States,SELL00512
ORD0001177,04-09-2021,CUST035003,Arjun Joshi,P00007,Mechanical Keyboard,Electronics,Zenith,5,241.91,0.05,137.89,12.56,1299.52,Amazon Pay,Delivered,Houston,TX,United States,SELL00367
ORD0001178,21-03-2024,CUST043487,Arjun Joshi,P00024,Yoga Mat,Toys & Games,CoreTech,4,427.15,0.05,194.78,6.62,1824.57,Net Banking,Delivered,San Diego,CA,United States,SELL00511
ORD0001179,22-11-2021,CUST043694,Kabir Patel,P00027,Winter Jacket,Electronics,HomeEase,4,144.61,0.15,24.58,0.19,516.44,Credit Card,Delivered,Los Angeles,CA,United States,SELL01461
ORD0001180,29-07-2023,CUST040273,Karan Reddy,P00011,Fitness Band,Toys & Games,FitLife,3,195.12,0.05,44.49,3.08,603.66,Amazon Pay,Delivered,Chicago,IL,India,SELL01531
ORD0001181,05-09-2023,CUST018255,Neha Reddy,P00047,Memory Card 128GB,Books,HomeEase,2,148.74,0.05,22.61,1.17,306.39,Credit Card,Delivered,New York,NY,United States,SELL00665
ORD0001182,27-10-2024,CUST028295,Rohit Kumar,P00037,Router,Books,FitLife,1,159.57,0.05,18.19,2.81,172.59,Cash on Delivery,Delivered,Fort Worth,TX,United States,SELL01946
ORD0001183,06-01-2024,CUST044126,Kabir Verma,P00030,Dress Shirt,Books,BrightLux,2,262.1,0.05,59.76,0.3,558.05,Credit Card,Delivered,Indianapolis,IN,United States,SELL00108
ORD0001184,10-11-2020,CUST038375,Aman Joshi,P00031,Kids Toy Car,Sports & Outdoors,KiddoFun,1,99.32,0.05,4.72,5.52,104.59,Debit Card,Delivered,New York,NY,United States,SELL00829
ORD0001185,26-05-2022,CUST010638,Aman Patel,P00003,Smartphone Case,Books,ReadMore,3,20.22,0.15,0,11.13,62.69,Cash on Delivery,Delivered,Indianapolis,IN,United States,SELL01997
ORD0001186,30-10-2024,CUST013151,Aditya Kapoor,P00040,Microphone,Toys & Games,Zenith,2,569.89,0.05,86.62,13.6,1183.01,Debit Card,Shipped,New York,NY,India,SELL01653
ORD0001187,01-11-2023,CUST009737,Vihaan Sharma,P00017,Electric Kettle,Home & Kitchen,ReadMore,4,66.34,0.1,0,4.17,242.99,Credit Card,Delivered,New York,NY,India,SELL00207
ORD0001188,05-08-2023,CUST022641,Sahil Reddy,P00038,External HDD 2TB,Clothing,BrightLux,5,164.48,0.1,133.23,6.14,879.53,Credit Card,Pending,Indianapolis,IN,India,SELL01603
ORD0001189,31-12-2023,CUST028794,Rohit Kapoor,P00021,Backpack,Toys & Games,Apex,4,456.31,0,91.26,9.85,1926.35,Net Banking,Delivered,San Jose,CA,United States,SELL01985
ORD0001190,23-10-2021,CUST038901,Sahil Singh,P00031,Kids Toy Car,Sports & Outdoors,HomeEase,1,386.93,0.1,27.86,14.87,390.97,UPI,Delivered,San Diego,CA,United Kingdom,SELL01224
ORD0001191,03-10-2020,CUST029058,Mohit Patel,P00032,Board Game,Sports & Outdoors,UrbanStyle,5,480.11,0,120.03,11.05,2531.63,Credit Card,Delivered,Seattle,WA,United States,SELL00760
ORD0001192,29-09-2024,CUST019798,Aman Joshi,P00037,Router,Sports & Outdoors,CoreTech,4,238.75,0.1,42.98,2.02,904.5,UPI,Delivered,San Jose,CA,United States,SELL01729
ORD0001193,24-05-2024,CUST007938,Vihaan Kumar,P00008,4K Monitor,Home & Kitchen,CoreTech,5,308.92,0.15,236.32,13.01,1562.24,Debit Card,Delivered,Columbus,OH,India,SELL00328
ORD0001194,06-03-2024,CUST007631,Ritika Joshi,P00016,Air Fryer,Sports & Outdoors,FitLife,1,165.58,0.1,0,10.34,159.36,Net Banking,Shipped,Los Angeles,CA,United States,SELL01242
ORD0001195,15-09-2021,CUST020166,Aditya Reddy,P00011,Fitness Band,Books,BrightLux,5,27.4,0,0,7.6,144.6,UPI,Pending,Los Angeles,CA,United States,SELL00404
ORD0001196,30-05-2021,CUST027006,Simran Sharma,P00009,Portable SSD 1TB,Electronics,CoreTech,4,126.97,0.25,30.47,3.87,415.25,Net Banking,Delivered,New York,NY,United States,SELL00029
ORD0001197,05-10-2023,CUST020086,Simran Singh,P00018,Vacuum Cleaner,Sports & Outdoors,KiddoFun,1,540.69,0,64.88,1.65,607.22,Amazon Pay,Delivered,Philadelphia,PA,United States,SELL01097
ORD0001198,22-04-2022,CUST041116,Aman Mehta,P00013,Action Camera,Electronics,Apex,1,570.21,0.3,0,14.95,414.1,Amazon Pay,Returned,Phoenix,AZ,India,SELL01373
ORD0001199,09-01-2024,CUST027776,Simran Kapoor,P00032,Board Game,Sports & Outdoors,NexPro,3,386.3,0.25,156.45,8.17,1033.8,Credit Card,Delivered,Austin,TX,Canada,SELL00590
ORD0001200,15-12-2020,CUST027691,Vivaan Reddy,P00030,Dress Shirt,Sports & Outdoors,Zenith,2,548.24,0.1,118.42,10.57,1115.82,Credit Card,Delivered,Charlotte,NC,United States,SELL00306
ORD0001201,18-06-2024,CUST017983,Simran Gupta,P00020,Office Chair,Sports & Outdoors,CoreTech,1,76.79,0,3.84,4.98,85.61,Net Banking,Delivered,Washington,DC,United States,SELL01091
ORD0001202,14-08-2024,CUST043389,Aarav Mehta,P00044,Power Bank 20000mAh,Toys & Games,FitLife,5,456.68,0.1,164.4,13.31,2232.77,Cash on Delivery,Delivered,Houston,TX,United States,SELL00258
ORD0001203,02-04-2022,CUST042641,Pooja Sharma,P00037,Router,Books,Zenith,4,476.13,0.3,159.98,8.6,1501.74,UPI,Delivered,New York,NY,United States,SELL00040
ORD0001204,06-03-2023,CUST027923,Rohit Kapoor,P00034,Desk Organizer,Electronics,FitLife,2,487.35,0.2,62.38,4.14,846.28,UPI,Delivered,San Francisco,CA,United States,SELL01180
ORD0001205,28-01-2022,CUST043397,Aditya Sharma,P00022,Water Bottle,Electronics,Zenith,4,516.11,0.1,92.9,12.54,1963.44,Credit Card,Delivered,Phoenix,AZ,United States,SELL01244
ORD0001206,17-06-2022,CUST033815,Karan Patel,P00037,Router,Home & Kitchen,FitLife,2,174.86,0.05,26.58,2.72,361.53,UPI,Shipped,Dallas,TX,United States,SELL00737
ORD0001207,30-08-2020,CUST020332,Aditya Reddy,P00006,Gaming Mouse,Sports & Outdoors,Apex,2,154.56,0.1,22.26,12.17,312.64,Credit Card,Delivered,Charlotte,NC,United States,SELL01105
ORD0001208,26-06-2021,CUST011648,Vivaan Verma,P00029,T-Shirt,Home & Kitchen,Zenith,3,430.69,0,0,10.83,1302.9,Net Banking,Delivered,Jacksonville,FL,United States,SELL01486
ORD0001209,29-11-2022,CUST015489,Neha Sharma,P00049,Children's Book,Toys & Games,Apex,2,248.57,0,59.66,2.81,559.61,Credit Card,Delivered,Dallas,TX,India,SELL01200
ORD0001210,16-08-2020,CUST003483,Priya Mehta,P00044,Power Bank 20000mAh,Toys & Games,ReadMore,2,590.28,0.1,127.5,3.74,1193.74,Amazon Pay,Delivered,Charlotte,NC,United States,SELL01758
ORD0001211,01-07-2021,CUST042795,Mohit Singh,P00004,USB-C Charger,Books,BrightLux,1,589.49,0.1,0,9.08,539.62,Credit Card,Delivered,Jacksonville,FL,United States,SELL00573
ORD0001212,08-07-2022,CUST027929,Karan Patel,P00010,Smartwatch,Toys & Games,ReadMore,2,317.41,0,31.74,3.19,669.75,Debit Card,Shipped,Chicago,IL,Canada,SELL00889
ORD0001213,31-05-2023,CUST007942,Sunita Joshi,P00046,Car Charger,Home & Kitchen,BrightLux,2,575.1,0,57.51,7.74,1215.45,Credit Card,Delivered,Seattle,WA,United States,SELL01227
ORD0001214,06-01-2020,CUST032996,Sunita Mehta,P00034,Desk Organizer,Clothing,ReadMore,3,567.66,0,204.36,7.18,1914.52,Debit Card,Delivered,San Antonio,TX,India,SELL00627
ORD0001215,07-09-2023,CUST019020,Aditya Reddy,P00019,LED Desk Lamp,Sports & Outdoors,BrightLux,5,32.24,0.1,26.11,7.37,178.56,UPI,Delivered,Seattle,WA,India,SELL00627
ORD0001216,12-04-2021,CUST036121,Arjun Patel,P00010,Smartwatch,Toys & Games,KiddoFun,3,377.76,0.05,129.19,6.56,1212.37,UPI,Shipped,Chicago,IL,India,SELL00266
ORD0001217,21-10-2024,CUST045770,Vihaan Singh,P00032,Board Game,Home & Kitchen,Zenith,1,164.95,0.05,28.21,8.56,193.47,Credit Card,Delivered,Los Angeles,CA,United States,SELL01232
ORD0001218,15-03-2020,CUST006775,Sahil Mehta,P00009,Portable SSD 1TB,Clothing,BrightLux,2,174.92,0.15,14.87,2.51,314.74,Credit Card,Delivered,Indianapolis,IN,United States,SELL00967
ORD0001219,04-01-2020,CUST035580,Aman Singh,P00018,Vacuum Cleaner,Clothing,HomeEase,4,144.65,0.1,62.49,10.74,593.97,UPI,Shipped,Columbus,OH,United States,SELL01377
ORD0001220,07-10-2021,CUST014970,Sneha Sharma,P00009,Portable SSD 1TB,Home & Kitchen,ReadMore,5,19.74,0.2,3.95,4.86,87.77,Amazon Pay,Delivered,New York,NY,United States,SELL00509
ORD0001221,27-04-2020,CUST015931,Aarav Gupta,P00011,Fitness Band,Electronics,HomeEase,3,327.96,0.05,0,6.52,941.21,UPI,Delivered,Denver,CO,United Kingdom,SELL00092
ORD0001222,30-05-2022,CUST023607,Simran Reddy,P00002,Bluetooth Speaker,Electronics,ReadMore,1,374.72,0.3,20.98,14.32,297.6,Debit Card,Delivered,Chicago,IL,United States,SELL01531
ORD0001223,17-06-2024,CUST040600,Karan Reddy,P00001,Wireless Earbuds,Clothing,KiddoFun,5,124.18,0.05,47.19,11.43,648.48,Credit Card,Delivered,Dallas,TX,India,SELL01989
ORD0001224,18-05-2021,CUST003403,Sunita Kumar,P00031,Kids Toy Car,Home & Kitchen,NexPro,1,469.5,0.05,22.3,1.69,470.02,Credit Card,Delivered,Austin,TX,Canada,SELL00693
ORD0001225,04-08-2022,CUST003736,Sneha Joshi,P00035,Desk Plant,Toys & Games,BrightLux,4,491.67,0.25,118,3.14,1596.15,Net Banking,Delivered,Fort Worth,TX,United States,SELL00200
ORD0001226,27-07-2021,CUST002435,Vikas Singh,P00041,Webcam Full HD,Clothing,HomeEase,5,327.63,0.05,77.81,13.82,1647.87,Credit Card,Delivered,Denver,CO,United States,SELL01297
ORD0001227,04-01-2024,CUST015016,Pooja Kumar,P00028,Jeans,Sports & Outdoors,CoreTech,1,117.2,0,5.86,14.47,137.53,Debit Card,Delivered,San Jose,CA,Canada,SELL01502
ORD0001228,12-07-2020,CUST003220,Vihaan Sharma,P00046,Car Charger,Clothing,UrbanStyle,3,411.05,0,98.65,12.56,1344.36,Debit Card,Delivered,Denver,CO,United States,SELL00476
ORD0001229,26-04-2022,CUST029015,Karan Kapoor,P00027,Winter Jacket,Home & Kitchen,Apex,5,132.38,0,119.14,1.45,782.49,Credit Card,Cancelled,New York,NY,India,SELL00433
ORD0001230,15-12-2021,CUST017532,Aarav Kumar,P00010,Smartwatch,Sports & Outdoors,Zenith,4,103.11,0.05,19.59,0.3,411.71,Debit Card,Delivered,Washington,DC,United States,SELL00872
ORD0001231,16-11-2023,CUST004836,Rohit Verma,P00017,Electric Kettle,Clothing,HomeEase,3,404.27,0.05,138.26,3.06,1293.49,Net Banking,Delivered,San Diego,CA,United States,SELL00937
ORD0001232,15-11-2022,CUST031053,Vihaan Kapoor,P00038,External HDD 2TB,Electronics,Apex,2,60.64,0,21.83,5.67,148.78,Debit Card,Delivered,Jacksonville,FL,United States,SELL00247
ORD0001233,29-12-2023,CUST028132,Vivaan Joshi,P00035,Desk Plant,Books,Zenith,2,464.81,0,46.48,12.09,988.19,Credit Card,Shipped,San Francisco,CA,India,SELL00291
ORD0001234,21-06-2020,CUST049858,Kabir Sharma,P00045,Phone Tripod,Sports & Outdoors,BrightLux,5,195.23,0.05,46.37,7.14,980.85,Debit Card,Delivered,Seattle,WA,United Kingdom,SELL00365
ORD0001235,16-08-2023,CUST011613,Sneha Sharma,P00026,Sunglasses,Home & Kitchen,CoreTech,1,300.15,0.05,34.22,1.15,320.51,Credit Card,Delivered,Fort Worth,TX,India,SELL01494
ORD0001236,26-07-2024,CUST010693,Sunita Joshi,P00026,Sunglasses,Clothing,Zenith,2,516.17,0.1,0,4.8,933.91,Amazon Pay,Shipped,Indianapolis,IN,United States,SELL00403
ORD0001237,21-11-2020,CUST006223,Sneha Reddy,P00004,USB-C Charger,Electronics,Zenith,2,362.98,0.1,117.61,6.11,777.08,Credit Card,Delivered,Austin,TX,United States,SELL01327
ORD0001238,04-12-2023,CUST010248,Rohit Sharma,P00010,Smartwatch,Sports & Outdoors,CoreTech,3,50.04,0,27.02,5.14,182.28,Net Banking,Delivered,San Francisco,CA,United States,SELL00234
ORD0001239,15-02-2023,CUST010082,Arjun Reddy,P00050,Novel Bestseller,Clothing,ReadMore,2,6.95,0.1,0.63,4.62,17.76,Debit Card,Delivered,San Diego,CA,United States,SELL00321
ORD0001240,15-04-2022,CUST018981,Priya Kumar,P00006,Gaming Mouse,Clothing,Zenith,1,409.23,0,0,6.43,415.66,Debit Card,Delivered,Fort Worth,TX,United States,SELL00026
ORD0001241,15-12-2024,CUST048986,Ritika Patel,P00014,Drone Mini,Home & Kitchen,ReadMore,3,223.94,0.05,31.91,7.97,678.11,Amazon Pay,Delivered,Chicago,IL,United States,SELL00047
ORD0001242,24-12-2021,CUST003529,Ritika Kapoor,P00001,Wireless Earbuds,Home & Kitchen,CoreTech,4,125.06,0.1,54.03,14.8,519.05,Net Banking,Shipped,Houston,TX,United States,SELL01950
ORD0001243,12-08-2020,CUST004808,Anjali Kumar,P00044,Power Bank 20000mAh,Home & Kitchen,FitLife,2,311.36,0.05,29.58,12.76,633.92,Credit Card,Delivered,New York,NY,United States,SELL00165
ORD0001244,15-06-2021,CUST014768,Priya Singh,P00028,Jeans,Electronics,CoreTech,1,10.79,0.05,0.51,2.6,13.36,Net Banking,Returned,Seattle,WA,United States,SELL01194
ORD0001245,22-04-2020,CUST041561,Aman Kumar,P00025,Running Shoes,Books,FitLife,1,352.6,0,17.63,9.62,379.85,Credit Card,Delivered,Washington,DC,United States,SELL00681
ORD0001246,19-05-2020,CUST027971,Karan Gupta,P00004,USB-C Charger,Books,CoreTech,5,37.71,0,33.94,5.95,228.44,Net Banking,Delivered,Houston,TX,United States,SELL00620
ORD0001247,12-07-2021,CUST013732,Pooja Sharma,P00003,Smartphone Case,Clothing,Apex,4,259.36,0.1,74.7,6.22,1014.62,Credit Card,Delivered,San Francisco,CA,United States,SELL01987
ORD0001248,01-01-2020,CUST030703,Sahil Kapoor,P00016,Air Fryer,Home & Kitchen,KiddoFun,4,578.26,0,416.35,4.87,2734.26,Cash on Delivery,Shipped,San Jose,CA,Australia,SELL01874
ORD0001249,30-03-2020,CUST044933,Mohit Mehta,P00031,Kids Toy Car,Clothing,Apex,1,159.57,0.05,7.58,7.99,167.16,Credit Card,Shipped,Austin,TX,United Kingdom,SELL01708
ORD0001250,15-10-2021,CUST000476,Sahil Joshi,P00004,USB-C Charger,Sports & Outdoors,Apex,4,560.1,0.1,241.96,0.23,2258.55,Net Banking,Delivered,New York,NY,United States,SELL00280
ORD0001251,15-11-2020,CUST029458,Vivaan Patel,P00019,LED Desk Lamp,Books,NexPro,5,409.24,0.3,114.59,5.21,1552.14,UPI,Shipped,Jacksonville,FL,United States,SELL00726
ORD0001252,22-04-2024,CUST041197,Sunita Reddy,P00050,Novel Bestseller,Books,FitLife,5,351.78,0.05,83.55,6.23,1760.73,UPI,Cancelled,Indianapolis,IN,India,SELL01896
ORD0001253,18-05-2020,CUST019211,Anjali Mehta,P00011,Fitness Band,Home & Kitchen,HomeEase,4,331.34,0,238.56,8.02,1571.94,Cash on Delivery,Returned,Seattle,WA,United Kingdom,SELL00802
ORD0001254,14-03-2024,CUST042628,Karan Singh,P00038,External HDD 2TB,Toys & Games,HomeEase,5,78.94,0.25,14.8,9.13,319.96,Debit Card,Delivered,Los Angeles,CA,Canada,SELL01409
ORD0001255,24-04-2022,CUST008574,Priya Mehta,P00044,Power Bank 20000mAh,Sports & Outdoors,HomeEase,4,215.07,0.2,82.59,6.7,777.51,Credit Card,Shipped,Seattle,WA,United States,SELL00195
ORD0001256,15-09-2020,CUST023956,Mohit Reddy,P00018,Vacuum Cleaner,Electronics,ReadMore,4,34.92,0,6.98,14.94,161.6,Net Banking,Delivered,Dallas,TX,United States,SELL00653
ORD0001257,23-08-2024,CUST003265,Neha Kumar,P00005,Laptop Sleeve,Sports & Outdoors,Apex,3,71.65,0.05,10.21,9.65,224.06,UPI,Delivered,Seattle,WA,United States,SELL00779
ORD0001258,20-06-2022,CUST045517,Sneha Gupta,P00034,Desk Organizer,Books,UrbanStyle,1,202.94,0.2,8.12,3.74,174.21,Credit Card,Delivered,San Jose,CA,United States,SELL00530
ORD0001259,20-11-2021,CUST045270,Arjun Joshi,P00018,Vacuum Cleaner,Sports & Outdoors,HomeEase,2,511.72,0,51.17,2.98,1077.59,Credit Card,Delivered,Austin,TX,United States,SELL00058
ORD0001260,10-01-2020,CUST003725,Vivaan Reddy,P00039,Graphic Tablet,Sports & Outdoors,FitLife,5,324.69,0,292.22,11.9,1927.57,Amazon Pay,Delivered,Seattle,WA,India,SELL00388
ORD0001261,17-09-2020,CUST018895,Karan Mehta,P00018,Vacuum Cleaner,Books,ReadMore,1,137.51,0,6.88,4.35,148.74,UPI,Delivered,San Diego,CA,United States,SELL01752
ORD0001262,31-07-2024,CUST025161,Sahil Reddy,P00023,Cookware Set,Home & Kitchen,NexPro,5,148.45,0.2,0,4.96,598.76,Credit Card,Delivered,Washington,DC,United States,SELL01954
ORD0001263,20-06-2020,CUST049667,Arjun Mehta,P00046,Car Charger,Home & Kitchen,BrightLux,2,226.23,0,54.3,0.17,506.93,Credit Card,Delivered,San Francisco,CA,United Kingdom,SELL00737
ORD0001264,16-06-2022,CUST003468,Sneha Gupta,P00023,Cookware Set,Clothing,KiddoFun,4,179.26,0.2,103.25,14.28,691.16,UPI,Delivered,San Jose,CA,United Kingdom,SELL01591
ORD0001265,13-01-2020,CUST032088,Rohit Patel,P00017,Electric Kettle,Electronics,UrbanStyle,1,376.02,0,30.08,10.18,416.28,Credit Card,Delivered,San Diego,CA,United States,SELL01975
ORD0001266,06-04-2023,CUST049362,Aditya Joshi,P00008,4K Monitor,Sports & Outdoors,ReadMore,2,350.13,0.05,79.83,4.71,749.79,Amazon Pay,Returned,Seattle,WA,United States,SELL00757
ORD0001267,23-07-2024,CUST023352,Vikas Verma,P00006,Gaming Mouse,Home & Kitchen,Apex,5,352.13,0.15,74.83,10.45,1581.83,Credit Card,Delivered,Indianapolis,IN,United States,SELL00357
ORD0001268,07-06-2024,CUST012772,Sahil Kumar,P00040,Microphone,Books,UrbanStyle,2,480.4,0,115.3,9.01,1085.11,Debit Card,Shipped,Fort Worth,TX,United States,SELL00191
ORD0001269,16-11-2020,CUST009945,Vivaan Gupta,P00042,Projector Mini,Toys & Games,CoreTech,5,545.93,0.15,417.64,7.91,2745.75,Credit Card,Delivered,Houston,TX,India,SELL00775
ORD0001270,04-09-2023,CUST016271,Sunita Kapoor,P00019,LED Desk Lamp,Toys & Games,FitLife,5,337.83,0.15,71.79,12.35,1519.92,Net Banking,Delivered,San Antonio,TX,United States,SELL01887
ORD0001271,24-06-2024,CUST020225,Kabir Sharma,P00044,Power Bank 20000mAh,Clothing,Zenith,1,63.52,0.05,4.83,6.04,71.21,UPI,Shipped,Jacksonville,FL,United States,SELL00799
ORD0001272,24-11-2020,CUST036808,Aditya Kumar,P00022,Water Bottle,Electronics,NexPro,2,504.28,0,121.03,0.03,1129.62,Net Banking,Delivered,New York,NY,United States,SELL00030
ORD0001273,23-02-2022,CUST038001,Ritika Reddy,P00009,Portable SSD 1TB,Clothing,NexPro,1,480.89,0,24.04,4.62,509.55,UPI,Delivered,Philadelphia,PA,United States,SELL00287
ORD0001274,15-02-2022,CUST020551,Rohit Joshi,P00007,Mechanical Keyboard,Toys & Games,KiddoFun,2,67.69,0.2,13,10.41,131.71,Net Banking,Delivered,San Antonio,TX,United States,SELL00192
ORD0001275,29-06-2022,CUST042467,Rohit Patel,P00008,4K Monitor,Electronics,NexPro,5,331.63,0,298.47,9.66,1966.28,UPI,Shipped,New York,NY,United Kingdom,SELL01130
ORD0001276,22-04-2024,CUST013926,Priya Sharma,P00038,External HDD 2TB,Toys & Games,KiddoFun,4,277.04,0.05,189.5,1.27,1243.52,Net Banking,Delivered,San Francisco,CA,United States,SELL01291
ORD0001277,13-12-2023,CUST001069,Rohit Kumar,P00002,Bluetooth Speaker,Electronics,BrightLux,3,488.86,0,175.99,14.4,1656.97,UPI,Delivered,San Antonio,TX,United States,SELL00050
ORD0001278,17-06-2024,CUST010896,Vihaan Joshi,P00042,Projector Mini,Toys & Games,Apex,4,353.37,0.15,60.07,3.17,1264.7,Credit Card,Shipped,San Diego,CA,Australia,SELL00888
ORD0001279,23-01-2023,CUST048763,Sneha Kapoor,P00050,Novel Bestseller,Electronics,BrightLux,1,587.68,0.1,26.45,10.23,565.59,Net Banking,Cancelled,New York,NY,United States,SELL01378
ORD0001280,23-05-2024,CUST036625,Rohit Mehta,P00029,T-Shirt,Books,NexPro,2,441.45,0.1,0,10.88,805.49,Debit Card,Delivered,Columbus,OH,United States,SELL01605
ORD0001281,13-11-2020,CUST018150,Sneha Reddy,P00045,Phone Tripod,Clothing,BrightLux,1,328.49,0,39.42,10.14,378.05,UPI,Pending,Philadelphia,PA,India,SELL00102
ORD0001282,23-08-2020,CUST039454,Anjali Gupta,P00019,LED Desk Lamp,Clothing,CoreTech,4,50.34,0,24.16,4.04,229.56,Amazon Pay,Delivered,Houston,TX,Canada,SELL00498
ORD0001283,29-11-2020,CUST043794,Sunita Joshi,P00033,Puzzle 1000pc,Sports & Outdoors,UrbanStyle,3,140.48,0.05,32.03,4.37,436.77,Credit Card,Delivered,Jacksonville,FL,United States,SELL01030
ORD0001284,10-01-2021,CUST015332,Sahil Patel,P00016,Air Fryer,Toys & Games,UrbanStyle,3,286.46,0.15,0,6.84,737.31,Amazon Pay,Returned,Denver,CO,United States,SELL01684
ORD0001285,22-01-2024,CUST004572,Priya Gupta,P00019,LED Desk Lamp,Sports & Outdoors,Zenith,4,13.87,0,2.77,5.58,63.83,Credit Card,Shipped,Houston,TX,United States,SELL01578
ORD0001286,06-03-2023,CUST016956,Vikas Reddy,P00035,Desk Plant,Electronics,KiddoFun,4,227.09,0.05,69.04,9,940.98,Cash on Delivery,Delivered,San Diego,CA,United Kingdom,SELL01129
ORD0001287,10-08-2021,CUST031467,Neha Joshi,P00007,Mechanical Keyboard,Clothing,UrbanStyle,2,552.15,0,132.52,13.78,1250.6,Credit Card,Shipped,Philadelphia,PA,United States,SELL00351
ORD0001288,19-04-2024,CUST029943,Vihaan Joshi,P00039,Graphic Tablet,Clothing,KiddoFun,2,407.69,0,65.23,10.04,890.65,UPI,Shipped,Indianapolis,IN,United States,SELL01793
ORD0001289,27-05-2021,CUST016379,Anjali Kumar,P00031,Kids Toy Car,Clothing,Zenith,2,391.41,0.05,0,12.3,755.98,Amazon Pay,Delivered,San Diego,CA,United States,SELL01398
ORD0001290,12-08-2023,CUST029264,Vikas Patel,P00014,Drone Mini,Clothing,Zenith,1,481.98,0.2,0,2.03,387.61,Net Banking,Delivered,San Diego,CA,Australia,SELL00898
ORD0001291,05-09-2023,CUST026150,Karan Sharma,P00007,Mechanical Keyboard,Books,Zenith,1,68.68,0,8.24,11.12,88.04,Credit Card,Delivered,Dallas,TX,United States,SELL01550
ORD0001292,06-07-2022,CUST012937,Ritika Kumar,P00009,Portable SSD 1TB,Sports & Outdoors,CoreTech,4,431.8,0.05,196.9,14.81,1852.55,Credit Card,Delivered,Chicago,IL,United States,SELL00975
ORD0001293,14-05-2024,CUST004562,Arjun Sharma,P00025,Running Shoes,Toys & Games,KiddoFun,1,478.17,0,86.07,11.02,575.26,Amazon Pay,Delivered,Philadelphia,PA,United States,SELL00445
ORD0001294,04-10-2023,CUST032993,Pooja Reddy,P00027,Winter Jacket,Books,KiddoFun,4,175.06,0,0,1.23,701.47,UPI,Shipped,Chicago,IL,United States,SELL00461
ORD0001295,07-12-2024,CUST043977,Ritika Kapoor,P00050,Novel Bestseller,Books,CoreTech,5,401.12,0.1,216.6,10.18,2031.82,Credit Card,Delivered,San Jose,CA,United States,SELL00052
ORD0001296,22-05-2022,CUST025134,Karan Gupta,P00025,Running Shoes,Sports & Outdoors,UrbanStyle,3,452.26,0,67.84,2.52,1427.14,Credit Card,Delivered,Dallas,TX,United States,SELL00912
ORD0001297,06-06-2023,CUST015020,Arjun Kumar,P00024,Yoga Mat,Clothing,HomeEase,1,9.56,0,0.48,3.24,13.28,Credit Card,Delivered,San Antonio,TX,United States,SELL01682
ORD0001298,26-09-2020,CUST038442,Anjali Kumar,P00028,Jeans,Toys & Games,ReadMore,1,578.89,0,28.94,12,619.83,Credit Card,Delivered,Indianapolis,IN,United States,SELL01066
ORD0001299,08-03-2022,CUST019913,Sunita Kapoor,P00043,HDMI Cable 2m,Clothing,UrbanStyle,4,399.62,0,79.92,2.3,1680.7,UPI,Delivered,Dallas,TX,United States,SELL01628
ORD0001300,07-08-2023,CUST014835,Sneha Joshi,P00004,USB-C Charger,Electronics,NexPro,5,82.71,0,33.08,11.6,458.23,Debit Card,Shipped,Dallas,TX,United States,SELL01979
ORD0001301,25-12-2021,CUST034666,Sahil Patel,P00019,LED Desk Lamp,Toys & Games,Zenith,5,389.89,0.25,116.97,6.28,1585.34,Credit Card,Shipped,Chicago,IL,United Kingdom,SELL00208
ORD0001302,03-04-2023,CUST035618,Pooja Joshi,P00032,Board Game,Home & Kitchen,UrbanStyle,4,215.5,0.25,51.72,14.93,713.15,Debit Card,Delivered,Denver,CO,United States,SELL00727
ORD0001303,05-01-2020,CUST033510,Neha Joshi,P00035,Desk Plant,Toys & Games,Zenith,5,213.36,0,85.34,9.74,1161.88,Net Banking,Delivered,Fort Worth,TX,United States,SELL00935
ORD0001304,30-04-2022,CUST010134,Mohit Patel,P00018,Vacuum Cleaner,Electronics,Apex,5,155.61,0,38.9,0.8,817.75,Credit Card,Delivered,Denver,CO,Australia,SELL01228
ORD0001305,03-11-2023,CUST008901,Mohit Singh,P00016,Air Fryer,Sports & Outdoors,KiddoFun,1,356.62,0,64.19,14.03,434.84,Debit Card,Delivered,San Diego,CA,Canada,SELL01510
ORD0001306,18-03-2020,CUST012481,Sahil Joshi,P00014,Drone Mini,Books,NexPro,5,450.96,0.05,107.1,12.45,2261.61,Debit Card,Delivered,San Francisco,CA,United States,SELL01033
ORD0001307,04-12-2023,CUST041114,Mohit Reddy,P00002,Bluetooth Speaker,Books,KiddoFun,1,322.05,0,0,8.28,330.33,Credit Card,Delivered,Phoenix,AZ,United States,SELL00038
